REGION;DEPARTEMENT;NOM DU MUSEE;REF MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;DATE APPELLATION;Date retrait appellation par Haut Conseil;coordonnees_finales;coordonnees_ban;coordonnees_cp
GRAND EST;HAUTE-MARNE;Maison des Lumières Denis Diderot;5226901;1, Place Pierre Burelle;52200;LANGRES;0325868640;;http://www.musees-langres.fr/maison-des-lumieres-denis-diderot/;1er Janvier, 1er Mai, 1er Novembre, et 25 Décembre;Ouvert du mardi au dimanche d'avril à septembre de 9h à 12h et de 14h à 19h et d'octobre à dimanche de 9h à 12h et 14h et 17h;;01/02/2003;;47.866417, 5.331753;47.866417, 5.331753;47.8591837688, 5.27130634818
GRAND EST;MEURTHE ET MOSELLE;Musée du Château de Montaigu;5430001;167 rue Lucien Galtier;54410;LANEUVEVILLE-DEVANT-NANCY;0383531696;;http://www.nancy.fr/transver/coord.htm#muslor - Site du Grand Nancy;Fermé en janvier, février et mars 2005;Visites guidées le week-end à 10h30, 14h et 16h;;01/02/2003;;48.665792, 6.215554;48.665792, 6.215554;48.6455435814, 6.24186804631
GRAND EST;HAUTE-MARNE;Musée Municipal;5206001;"Pôle Culturel - Médiathèque-musée de France
Parc du Château";52400;BOURBONNE-LES-BAINS;0325906947;0325906940;www.culture.gouv.fr/champagne-ardenne/2culture/musee_france/musee_bourbonne.html;Semaine de Noël;Ouvert  du mardi, mercredi, vendredi de 14h à 18h, et le samedi de 10h à 16h;;01/02/2003;;47.9435382189, 5.71676869059;;47.9435382189, 5.71676869059
GRAND EST;BAS-RHIN;Musée Westercamp;6754401;3, rue du Musée;67160;WISSEMBOURG;0388059663;0388548103;www.ville-wissembourg.eu ou www.musee-wissembourg.webmuseo.com;;;;01/02/2003;;49.038815, 7.944344;49.038815, 7.944344;48.9935225292, 7.97087755177
GRAND EST;MARNE;Planétarium/Musée de l'Ancien Collège des Jésuites;5145407;49, Avenue du Général de Gaulle;51100;REIMS;0326353470;0326353492;;;;;01/02/2003;;49.242853, 4.01526;49.242853, 4.01526;49.2518578026, 4.03958522088
GRAND EST;HAUT-RHIN;Musée du Papier Peint;6827801;"La Commanderie  28, rue Zuber
B.P. 41";68171;RIXHEIM Cedex;0389642456;0385543306;www.museepapierpeint.org;1er janvier, vendredi saint, 1er mai et 25 décembre;Ouvert tous les jours de 10h à 12h et de 14h à 18h du 2 mai au 31 octobre et de novembre à avril du mercredi au lundi;;01/02/2003;;;;
GRAND EST;MEURTHE ET MOSELLE;Musée des Beaux-Arts de Nancy;5439506;"3, Place Stanislas
B.P. 218";54004;NANCY;0383853072;0383853076;www.mairie-nancy.fr - http://mban.nancy.fr/;1er janvier, 1er mai, 14 juillet, 1er novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;;06/01/2002;;;;
GRAND EST;BAS-RHIN;Musée de l'Image Populaire de Pfaffenhoffen;6737201;24, rue du Docteur Albert Schweitzer;67350;PFAFFENHOFFEN;0388078005;0388078009;http://webmuseo.com/ws/musee-image-populaire;1er janvier, 4 semaines de fermeture annuelle après le 8 janvier, vendredi Saint, 1er mai, 1er novembre, les 24 et 25 décembre;Ouvert du mercredi au dimanche du 2 mai au 30 septembre de 14h à 18h et du 1er octobre au 30 avril de 14h à 17h;;15/12/2002;;48.844794, 7.611233;48.844794, 7.611233;48.8437239093, 7.60701636897
GRAND EST;AUBE;Musée Camille Claudel;1026801;10, Ri=ue Gustave Flaubert;10400;NOGENT-SUR-SEINE;0325247634;0325399874;http://www.museecamilleclaudel.fr;1er janvier, 1er mai, 1er novembre et 25 décembre;Ouvert du du 1er avril au 31 octobre du mardi au vendredi de 11h à 18h et les samedis et dimanches de 11h à 19h et du 1er novembre au 31 mars du mercredi au samedi de 11h à 18h et les dimanches de 11h à 19h;;01/02/2003;;48.494371, 3.500954;48.494371, 3.500954;48.4799726716, 3.5156539842
GRAND EST;BAS-RHIN;Musée J.F. Oberlin;6751301;25, Montée Oberlin;67130;WALDERSBACH;0388973027;0388973221;www.musee-oberlin.com;1er janvier, vendredi Saint, dimanche de Pâques, 1er mai, dimanche de Pentecôte, 1er novembre, 24, 25, 31 décembre;Ouvert du 1er avril au 30 septembre de 10h à 19h et du 1er octobre au 31 mars de 14h à 18h (matin sur rdv);;01/02/2003;;48.414759, 7.214925;48.414759, 7.214925;48.4803602353, 7.21016561348
CORSE;HAUTE-CORSE;Musée Départemental Pascal Paoli;2B16901;Hameau de la Stretta 20261;20218;MOROSAGLIA;0495610497;0495463137;www.cg2b.fr;1er janvier, 1er mai, 1er et 11 novembre et 25 décembre;Ouvert du 16 mai au 30 septembre de 9h à 12h et de 13 à 18h et du 1er octobre au 15 mai de 8h à 12h et de 13h à 17h;;01/02/2003;;42.437734, 9.308812;42.437734, 9.308812;42.4947584139, 9.16559153423
GRAND EST;BAS-RHIN;Musée d'Art Moderne et Contemporain de Strasbourg;6748209;1 place Hans Jean Arp;67000;STRASBOURG;0388233131;0388233132;www.musees-strasbourg.eu;1er janvier, vendredi saint, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;;01/02/2003;;48.580058, 7.736546;48.580058, 7.736546;48.5716222333, 7.76768232804
GRAND EST;BAS-RHIN;Musée de l'Œuvre Notre-Dame;6748206;3, Place du Château;67000;STRASBOURG;0388525000;0388525009;www.musees-strasbourg.eu;1er janvier, vendredi saint, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;;01/02/2003;;48.58107, 7.751247;48.58107, 7.751247;48.5716222333, 7.76768232804
GRAND EST;BAS-RHIN;Musée du Pays de Hanau - Histoire et Vies d’un Territoire;6706101;"3, Place du Château
Halle aux Blés";67330;BOUXWILLER;0388003839;0388713034;www.museedupaysdehanau.eu;Janvier - 24, 25 et 31 décembre, le 1er janvier et le dimanche de Pâques;Ouvert du 1er juillet au 15 septembre du mercredi au vendredi de 10h à 12h30 et de 14h à 18h, samedi, dimanche et jours fériés de 14h à 18h et du 16 septembre au 30 juin du mercredi au dimanche de 14h à 18h;;01/02/2003;;48.8220828424, 7.43331239388;;48.8220828424, 7.43331239388
GRAND EST;BAS-RHIN;Musée du Château des Rohan;6743701;"Château des Rohans
Place du Général de Gaulle";67700;SAVERNE;0388716395;;http://www.louise weiss.org;1er janvier, vendredi saint, 1er mai, 1er novembre, 24 et 25 décembre;Ouvert du 2 janvier au 14 juin et du 16 septembre au 30 décembre du mercredi au lundi de 14h à 18h le samedi et dimanche et jours fériés 10h à 12h et 14h à 18h et du 15 juin au 15 septembre du mercredi au lundi de 10h à 12h et de 14h à 18h;;01/02/2003;;48.7358014882, 7.35473600973;;48.7358014882, 7.35473600973
GRAND EST;BAS-RHIN;Musée Archéologique;6748202;"Palais Rohan
2, Place du Château";67000;STRASBOURG;0388525000;0388525039;www.musees.strasbourg.eu;1er janvier, vendredi saint, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert le lundi et du mercredi au dimanche de 10h à 18h;;06/01/2002;;48.5716222333, 7.76768232804;;48.5716222333, 7.76768232804
GRAND EST;AUBE;Musée Municipal;1003301;"Hôtel de ville
Place Carnot - B.P. 110";10202;BAR-SUR-AUBE CEDEX;0325270421;0325272291;;;;;01/02/2003;;;;
AUVERGNE-RHÔNE-ALPES;ISERE;Musée-Cloître Saint-André-Le-Bas;3854401;Place du Jeau de Paume;38200;VIENNE;0474852035;0474533459;www.musees-vienne.fr  Site du patrimoine de l'Isère;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mardi au dimanche de 9h30 à 13h et de 14h à 18h d'avril à octobre et du mardi au vendredi de 9h30 à 12h30 et de 14h à 17h, le samedi et dimanche de 13h30 à 17h30 de novembre à mars;;01/02/2003;;45.526921, 4.873461;45.526921, 4.873461;45.5475448288, 4.90630608526
AUVERGNE-RHÔNE-ALPES;ISERE;Musée Lapidaire Saint-Pierre;3854402;Place Saint-Pierre;38200;VIENNE;0474852035;0474533459;www.musees-vienne.fr  - Site du patrimoine de l'Isère;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mardi au dimanche de 9h30 à 13h et de 14h à 18h d'avril à octobre et du mardi au vendredi de 9h30 à 12h30 et de 14h à 17h, le samedi et dimanche de 13h30 à 17h30 de novembre à mars;;01/02/2003;;45.523327, 4.870902;45.523327, 4.870902;45.5475448288, 4.90630608526
AUVERGNE-RHÔNE-ALPES;ISERE;Musée - Parc Archéologique du Lac de Paladru;3808201;15, Place de l'Eglise;38850;CHARAVINES;0476557747;0476556313;www.museelacdepaladru.fr;1er janvier, 1er mai, 25 decembre;Ouvert de mai à septembre tous les jours de 14h à 18h et d'octobre à avril le dimanche de 14h à 17h et tous les jours pendant les vacances scolaires de la zone A de 14h à 17h;;01/02/2003;;45.42854, 5.515787;45.42854, 5.515787;45.4410466118, 5.5471440592
AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;Musée Régional d'Auvergne;6330003;10 bis, Rue Delile;63200;RIOM;0473381731;0473383009;www.riom-communaute.fr;14 juillet, 1er et 11 novembre;Ouvert du mardi au dimanche de mai à juin et de septembre à novembre de 14h à 17h30 et en juillet-août de 14h30 à 18h;;01/02/2003;;45.895037, 3.116254;45.895037, 3.116254;45.9059997705, 3.12295819611
AUVERGNE-RHÔNE-ALPES;LOIRE;Musée d'Allard;4214701;13, Boulevard de la Préfecture;42600;MONTBRISON;0477963915;0477588334;Site de la ville www.ville-montbrisson.fr;25 décembre et 1er janvier;Ouvert du mercredi au lundi de 14 h à 18 h et tous les jours pour les groupes sur rendez-vous;;01/02/2003;;45.608241, 4.06195;45.608241, 4.06195;45.6194255891, 4.06119351589
AUVERGNE-RHÔNE-ALPES;RHÔNE;Musée de l'Imprimerie et de la Communication Graphique;6912304;13, Rue de la Poulaillerie;69002;LYON;0437236534;0478382595;www.imprimerie-lyon.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mercredi au dimanche de 10h30 à 18h;;19/07/2005;;45.764219, 4.834752;45.764219, 4.834752;45.7483660735, 4.825926093
AUVERGNE-RHÔNE-ALPES;RHÔNE;Musées Gadagne;6938501;1, Place du Petit Collège;69005;LYON;0478420361;0437236017;www.gadagne.musees.lyon.fr;1er janvier, dimanche de Pâques, 1er mai, 14 juillet et le 25 décembre;Ouvert du mercredi au dimanche de 11h à 18h30;;01/02/2003;;45.763856, 4.827749;45.763856, 4.827749;45.7565908412, 4.80289812145
AUVERGNE-RHÔNE-ALPES;LOIRE;Musée de la Diana;4214702;7, Rue Florimont Robertet;42600;MONTBRISON;0477960110;0477588990;www.ladiana.com;;Ouvert les mardis et vendredis de 14h à 17h et les  mercredis et samedis de 9h à 12h et de 14h à 17h;;01/02/2003;;45.605503, 4.066793;45.605503, 4.066793;45.6194255891, 4.06119351589
AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;Musée d'Art Roger-Quillot;6311305;"Quartier historique de Montferrand
Place Louis Deteix";63100;CLERMONT-FERRAND;0473161130;0473161131;http://museedart.clermont-ferrand.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mardi au vendredi de 10h à 18h,  samedi, dimanche et jours fériés de 10h à 12h et de 13h à 18h;;01/02/2003;;45.7859081171, 3.1155334528;;45.7859081171, 3.1155334528
AUVERGNE-RHÔNE-ALPES;LOIRE;Musée du Vieux Pommiers;4217301;"Mairie
Le Bourg";42260;POMMIERS-EN-FOREZ;0477654063;0477654063;;;;;01/02/2003;;45.8652813058, 3.98967950475;;45.8652813058, 3.98967950475
HAUTS-DE-France;NORD;Musée Théophile Jouglet;5901401;215, Avenue Anatole-France;59410;ANZIN;0361321060;0327282101;site de la ville ou www.mediatheque-anzin.fr;;Ouverture du mardi au vendredi de 14h30 à 18h et le samedi de 14h30 à 18h30;;01/02/2003;;50.372162, 3.502134;50.372162, 3.502134;50.3751838237, 3.51087057943
HAUTS-DE-France;AISNE;Musée de La Thiérache;0278901;Place de l'Hôtel de ville;02140;VERVINS;0323582461;;http://museedelathierache.jimdo.com ou www.evasion-aisne.com;;Ouvert d'octobre à mai du lundi midi au samedi midi de 9h à 12h et de 13h30 à 17h30, de juin à septembre du mardi au samedi de 9h à 12h et de 14h à 18h;;01/02/2003;;49.834696, 3.907654;49.834696, 3.907654;49.8210899574, 3.91454720458
HAUTS-DE-France;NORD;Musée d'Histoire et d'Archéologie;5903601;16 rue Villien;59440;AVESNES-SUR-HELPE;0327611015;;http://www.annuaire-mairie.fr/musee-de-la-societe-archeologique-d-avesnes-sur-helpe.html#musee;;;;01/02/2003;;50.122668, 3.931434;50.122668, 3.931434;50.1317369611, 3.92319762263
AUVERGNE-RHÔNE-ALPES;AIN;Musée du Bugey-Valmorey;0121801;Maison Renaissance;01260;LOCHIEU;0479875223;0479875643;www.musees.ain.fr;2 novembre à mars pour les individuels;Ouvert du 1er avril au 1er novembre jeudi au lundi de 10h à 12h30 et de 13h30 à 18h;;01/02/2003;;45.9506630232, 5.68746147482;;45.9506630232, 5.68746147482
BOURGOGNE-FRANCHE-COMTE;DOUBS;Musée des Beaux-Arts et d'Archéologie;2505601;1, Place de la Révolution;25000;BESANCON;0381878067;0381800653;www.mbaa.besancon.fr;1er janvier, 1er mai, 1er novembre et 25 décembre;Horaire en fonction du lieu des expositions hors les murs (maison de quartier, centre Nelson Mandela) Lundi de 14h à 19h, du mardi au vendredi de 9h à 12h et de 14h à 19h, samedi de 10h à 12h et de  14h à 18h;Les jeudis de 18h à 20h en période d'expositions temporaires;06/01/2002;;47.240055, 6.022938;47.240055, 6.022938;47.2552328934, 6.01938051129
BOURGOGNE-FRANCHE-COMTE;HAUTE-SAONE;Musée Départemental de la Montagne Albert Demard;7013901;Château-Lambert;70440;LE HAUT-DU-THEM;0384204309;0384204709;http://musees.cg70.fr;1er mai, 1er et 11 novembre, matin des jours fériés, pendant les vacances scolaires de fin d'année;Ouvert du 1er février au 31 mars le lundi et du mercredi au vendredi de 14h à 17h, week-end de 14h à 17h, du 1er avril au 30 juin et en septembre de  9h30 à 12h et de 14h à 18h,  en  juillet-août de  9h30 à 19h du lundi au samedi et  le dimanche de 14h-19;;01/02/2003;;47.842654, 6.721916;47.842654, 6.721916;47.8263854039, 6.71661809603
BOURGOGNE-FRANCHE-COMTE;NIÈVRE;Musée d'Art et d'Histoire Romain Rolland;5807901;13, Avenue de la République;58500;CLAMECY;0386271799;0386271272;www.musees-bourgogne.org;du 15 novembre au 15 mars, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert de 10h à 12h et de 14h à 18h, le lundi et du mercredi au samedi, le dimanche de 14h à 18h du 1er mai au 30 septembre, et du mercredi au samedi du 1er octobre au 15 novembre et du 16 mars au 30 avril;;01/02/2003;;47.460351, 3.520686;47.460351, 3.520686;47.4641711809, 3.49201148604
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;"L'Atelier d'un Journal"" de Louhans - Musée Municipal";7126301;29, Rue des Dodânes;71500;LOUHANS;0385760341;0385728433;www.ecomusee-de-la-bresse.com ou site des musées de Bourgogne;Semaine de Noël et jour de l'an;Ouvert du 1er mars au 30 décembre, le lundi, jeudi, vendredi de 11 h à 18h ainsi que le samedi de 9h à 12h et de 14 h à 18h;;01/02/2003;;46.630508, 5.224504;46.630508, 5.224504;46.6399038346, 5.22168124101
BOURGOGNE-FRANCHE-COMTE;DOUBS;Musée de Pontarlier;2546201;2, Place d'Arçon;25300;PONTARLIER;0381388214;0381388219;www.ville-pontarlier.fr/vie-culturelle/musee/evenements.php;1er & 2 janvier, 1er mai, 1er novembre, 25 décembre;Ouvert le lundi au vendredi de 10h à 12h et de 14h à 18h, samedi, dimanche et jours fériés de 14h à 18h.;;01/02/2003;;46.904221, 6.354581;46.904221, 6.354581;46.9029774848, 6.36411018856
BOURGOGNE-FRANCHE-COMTE;NIÈVRE;Musée de la Faïence et des Beaux-Arts;5819402;16, rue Saint-Genest;58000;NEVERS;0386684460;0386684469;www.musee-faience.nevers.fr;25 décembre au 1er janvier, 1er mai;Ouvert du mardi au dimanche de mai à septembre de 10h à 18h30 et  d'octobre à avril de 13h à 17h30 et les week-end de 14h à 18h;;01/02/2003;;46.98629, 3.155037;46.98629, 3.155037;46.9644333624, 3.17459118159
BOURGOGNE-FRANCHE-COMTE;NIÈVRE;Musée Municipal;5805901;33, Rue des Chapelains;58400;LA CHARITE-SUR-LOIRE;0386703483;0386703483;Site de l'OTSI ou des musées de Bourgogne;Octobre à mai;Ouvert de juin à septembre de 10h à 12h et de 15h à18h. Pendant les expositions du mercredi au dimanche de 10h à 12h et de 15h à 18h;;01/02/2003;;47.178733, 3.015633;47.178733, 3.015633;47.1860137326, 3.07466302942
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Musée Denon;7107601;Place de l'hotel de ville;71100;CHALON-SUR-SAONE;0385947441;0385947003;site des musées de Bourgogne;Jours fériés;Ouvert du mercredi au lundi de 9h30 à 12h et de 14h à 17h30;;01/02/2003;;46.780908, 4.853057;46.780908, 4.853057;46.753921991, 4.82932300465
BOURGOGNE-FRANCHE-COMTE;JURA;Musée d'Archéologie;3930001;7, Rue des Cordeliers;39000;LONS-LE-SAUNIER;0384478845;0384478545;Site de la ville;;Pas de salle d'expositions actuellement, mais maintien de conférences et animations toute l'année;;01/02/2003;;46.674422, 5.555197;46.674422, 5.555197;46.6748423385, 5.55797705223
BOURGOGNE-FRANCHE-COMTE;JURA;Musée Max Claudet;3950002;Place des Salines;39110;SALINS-LES-BAINS;0384730134;;http://www.juramusees.fr/1/musee/musees/beaux_arts/musee_max_claudet_salins_les_bains.html;;;;01/02/2003;2016-05-26 00:00:00;46.937242, 5.876684;46.937242, 5.876684;46.9201409369, 5.90413463996
NORMANDIE;SEINE-MARITIME;Muséum d'Histoire Naturelle;7654007;198, Rue Beauvoisine;76000;ROUEN;0235714150;0235154564;http://museumderouen.fr/fr;1er janvier, Lundi de Pâques, 1er mai, 8 mai, Lundi de Pentecôte, Ascension, 14 juillet, 15 août, 1er novembre, 11 novembre, 25 décembre;Ouvert du mardi au samedi de 13h30 à 17h30 et le dimanche de 14h à 18h;;01/02/2003;;49.447268, 1.098932;49.447268, 1.098932;49.4414760352, 1.09318612833
NORMANDIE;MANCHE;Musée Régional du Cidre et du Calvados;5061501;Rue du Petit Versailles;50700;VALOGNES;0233402273;0233952323;Site de la Mairie : www.mairie-valognes.fr;1er mai, 1er novembre;Ouvert en avril, mai, juin, septembre et vacances de la Toussaint du mercredi au dimanche de 14h à 18h15, en juillet-août tous les jours de 11h à 18h15;;01/02/2003;;49.505988, -1.47042;49.505988, -1.47042;49.5257666126, -1.48649519632
NORMANDIE;SEINE-MARITIME;Musée Mathon-Durand;7646201;53, Grande Rue Saint-Pierre;76270;NEUFCHATEL-EN-BRAY;0235930655;0235944106;site des musées de la région;1er janvier, 1er novembre et 25 décembre;Ouvert du 1er avril au 31 octobre le samedi et dimanche de 14h à 18h et du 15 juin au 15 septembre du mardi au dimanche de 14h à 18h;;01/02/2003;;49.733695, 1.433507;49.733695, 1.433507;49.7406847594, 1.46475769739
NORMANDIE;SEINE-MARITIME;Musée Louis-Philippe du Château d'Eu;7625501;Place d'Orléans;76260;EU;0235864400;0235503330;www.louis-philippe.eu - www.ville-eu.fr ou site des musées de la région;;Ouvert du 15 mars au dimanche qui suit la Toussaint, de 10h à 12h et de 14h à 18h;1 Nuit des Musées jusqu'à 23h30;01/02/2003;;50.049089, 1.418344;50.049089, 1.418344;49.9895883457, 1.42435065145
NORMANDIE;SEINE-MARITIME;Muséum d'Histoire Naturelle;7635104;Place du Vieux Marché;76600;LE HAVRE;0235413728;0235421240;www.museum-lehavre.fr ou site de la ville;1er janvier, 1er et 8 mai, 14 juillet, 11 novembre, 25 décembre;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h;;01/02/2003;;49.487581, 0.108279;49.487581, 0.108279;49.4965610328, 0.1402707121
NORMANDIE;ORNE;Musée Municipal - Musée du Jouet;6116801;32, Rue de la Victoire;61600;LA FERTE-MACE;0233374700;0233375284;site de l'office du tourism;;Ouvert d'avril à juin et septembre samedi, dimanche et jours fériés de 15h à 18h, juillet-août tous les jours de 15h à 18h, octobre à mars sur rendez-vous pour les groupes;;01/02/2003;;48.590293, -0.359226;48.590293, -0.359226;48.5956941307, -0.336692342986
NORMANDIE;MANCHE;Musée du Vieux Château;5008201;Cours du Château Bricquebec;50260;BRICQUEBEC-EN-COTENTIN;0233872250;0233872269;www.mairie-bricquebec.fr/;;Ouvert du 1er juillet au 31 août du mercredi au lundi;;01/02/2003;;49.5086, -1.611653;49.5086, -1.611653;49.4933087231, -1.61334140824
NORMANDIE;SEINE-MARITIME;Ecomusée de la Basse-Seine;7647301;"Maison du Parc Naturel Régional des Boucles de la Seine Normande - Hameau de l'Eglise
B.P. 13";76940;NOTRE-DAME-DE-BLIQUETUIT;0235372316;0235373970;Site des musées de la région ou www.pnr-seine-normande.com/;;Ouvert du lundi au vendredi d'avril à juin et septembre à octobre de 9h à 18h, le week-end de 12h à 18h sauf octobre, juillet-août du lundi au vendredi de 9h à 18h30, le week-end de 10h à 18h30, novembre à mars du lundi au vendredi de 9h à 18h;;01/02/2003;;49.4548266435, 0.725950851811;;49.4548266435, 0.725950851811
